show_id	type	title	director	cast	country	date_added	release_year	rating	duration	listed_in	description
s452	Movie	BuyBust	Erik Matti	Anne Curtis, Brandon Vera, Victor Neri, Arjo Atayde, Levi Ignacio, Alex Calleja, Lao Rodriguez, Joross Gamboa, Ricky Pascua, Nonie Buencamino	Philippines	November 13, 2018	2018	TV-MA	128 min	Action & Adventure, International Movies	In a mazelike Manila slum, at war with incensed civilians and a brutal cartel, special agent Nina Manigan must fight her way through one fierce night.
s453	TV Show	Loo Loo Kids: Johny & Friends Musical Adventures				September 1, 2019	2016	TV-Y	1 Season	Kids' TV	Music-loving baby Johny goes on dance-filled adventures with his family, friends and adorable critters in this colorful, animated preschooler series.
s454	Movie	Kalki	Dhilip Kumar	Kishore Kumar G., Yasmin Ponnappa, Mithraboomi Saravanan	India	March 1, 2018	2017	TV-14	41 min	Dramas, Independent Movies, International Movies	A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.
s455	TV Show	Stone Age		Samantha Moon, Nancy Kim, Jacqueline Youn, Mike Yantzi, Anna Paik, Matt Anipen, Josh Schwartzentruber	South Korea	July 1, 2019	2017	TV-Y7	1 Season	Kids' TV, Korean TV Shows	Woody sets out to become the Stone Age's best animal trainer with a little help from his faithful pet dinosaur, Moga.
s456	Movie	Braven	Lin Oeding	Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang, Sasha Rosoff, Sala Baker, Fraser Aitcheson, Teach Grant, Glenn Ennis, Todd Scott, Zahn McClarnon, Brendan Fletcher	Canada	December 17, 2020	2018	R	94 min	Action & Adventure	A logger defends himself and his family from a group of murderous drug traffickers who have hidden a stash of heroin in his hunting cabin.
s457	TV Show	The Hateful Eight: Extended Version	Quentin Tarantino	Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, DemiÃ¡n Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks		April 25, 2019	2015	R	1 Season	TV Shows	Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.
s458	Movie	Playing for Time	Daniel Mann, Joseph Sargent	Vanessa Redgrave, Jane Alexander, Maud Adams, Donna Haley, Robin Bartlett, Marisa Berenson, Will Lee, Verna Bloom, Christine Baranski, Lenore Harris	United States	December 1, 2017	1980	TV-14	149 min	Dramas	Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers.
s459	TV Show	Murphy's Law of Love		Danson Tang, Chia-ying Lee, Jolin Chien, Jenna Wang, Meng-sheng Shen, Wen-lin Fang, Wei Lin, Phoebe Huang	Taiwan	October 1, 2016	2015	TV-PG	1 Season	International TV Shows, Romantic TV Shows, TV Comedies	An online matchmaker who's convinced she's living under a curse finds her theories on life and love tested when she meets a shrewd divorce expert.
s460	Movie	Guru	Mani Ratnam	Abhishek Bachchan, Mithun Chakraborty, Aishwarya Rai Bachchan, Madhavan, Vidya Balan, Roshan Seth, Arya Babbar, Sachin Khedekar, Dhritiman Chatterjee, Manoj Joshi	India	March 1, 2018	2007	TV-PG	155 min	Dramas, International Movies	Ambitious Gurukant Desai ignores his father's advice and leaves his village to find success in Turkey.
s461	Movie	Jupiter Ascending	Lana Wachowski, Lilly Wachowski	Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne, Douglas Booth, Tuppence Middleton, Nikki Amuka-Bird, Christina Cole, James D'Arcy, Gugu Mbatha-Raw	United States, Australia	August 1, 2019	2015	PG-13	128 min	Action & Adventure, Sci-Fi & Fantasy	A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.
s462	Movie	Darra	Parveen Kumar	Gurpreet Ghuggi, Happy Raikoti, Kartar Cheema, Sardar Sohi, Shavendra Mahal, Karamjit Anmol, Pammi Bai, Nirmal Rishi, Manpreet Saggu	India	October 15, 2017	2016	TV-14	121 min	Dramas, International Movies	After returning from school and getting married, a popular farmer begins to arouse resentment and jealousy among those around him.
s463	Movie	The Blue Umbrella	Vishal Bhardwaj	Pankaj Kapur, Shreya Sharma, Dolly Ahluwalia, Deepak Dobriyal, Rahul Kumar, Paramjit Singh Kakran, Piu Dutt, Samrat Mukherjee	India	August 2, 2018	2005	TV-PG	90 min	Children & Family Movies, Dramas, Independent Movies	A charming allegory based on a novella by Ruskin Bond, this visually stunning film from India explores themes of greed, loneliness, longing and loss.
s464	Movie	A Bad Moms Christmas	Jon Lucas, Scott Moore	Mila Kunis, Kristen Bell, Kathryn Hahn, Susan Sarandon, Christine Baranski, Jay Hernandez, Cheryl Hines, Peter Gallagher, Justin Hartley	United States, China	February 14, 2020	2017	R	104 min	Comedies	Stressed-out moms Amy, Carla and Kiki are back, and the looming Christmas holiday gets even more daunting when their mothers show up for a visit.
s465	Movie	El Potro: Unstoppable	Lorena Munoz	Jimena BarÃ³n, Rodrigo Romero, Diego Cremonesi, Daniel ArÃ¡oz, Malena SÃ¡nchez, Julieta Vallina, Florencia PeÃ±a, Simja Dujov, Adan Otero, FernÃ¡n MirÃ¡s		January 4, 2019	2018	TV-MA	122 min	Dramas, International Movies, Music & Musicals	Argentine cuarteto singer Rodrigo "El Potro" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life.
s466	Movie	Planet 51	Jorge Blanco	Justin Long, Dwayne Johnson, Gary Oldman, Seann William Scott, Jessica Biel, John Cleese, Freddie Benedict	Spain, United Kingdom, United States	August 1, 2021	2009	PG	91 min	Children & Family Movies, Comedies, Sci-Fi & Fantasy	After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.
s467	Movie	Skin	Daniel Effiong	Beverly Naya	Nigeria	June 28, 2020	2019	TV-MA	76 min	Documentaries, International Movies	On a quest to find beauty in all complexions, actress Beverly Naya travels to her home country of Nigeria and explores colorism's impact on society.
s468	Movie	How to Make an American Quilt	Jocelyn Moorhouse	Winona Ryder, Anne Bancroft, Ellen Burstyn, Kate Nelligan, Alfre Woodard, Kaelynn Craddick, Sara Craddick, Kate Capshaw, Dermot Mulroney, Adam Baldwin, Maya Angelou, Rip Torn, Joanna Going, Claire Danes, Jean Simmons, Denis Arndt, Johnathon Schaech, Samantha Mathis, Derrick O'Connor, Jared Leto	United States	April 1, 2018	1995	PG-13	116 min	Dramas, Romantic Movies	A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.
s469	TV Show	Pablo		Jake Williamson, Rachael Dickson, Sumita Majumdar, Michael White, Tony Finnegan, Scott Mulligan, Rosie King	United Kingdom	March 30, 2019	2017	TV-Y	1 Season	British TV Shows, Kids' TV	Equipped with crayons and his creativity, a boy with autism draws an imaginary world where his animal pals help him tackle real-life situations.
s470	Movie	Brij Mohan Amar Rahe	Nikhil Nagesh Bhat	Arjun Mathur, Nidhi Singh, Manav Vij, Sheetal Thakur, Sunny Hinduja, Yogendra Tikku, Vijayant Kohli	India	August 4, 2018	2018	TV-MA	100 min	Comedies, Dramas, International Movies	Faking his death to escape the realities of his uneventful life worked out well for Brij Mohan â€“ until he was sentenced to death for his own murder.
s471	Movie	Lost Bullet	Guillaume Pierret	Alban Lenoir, Nicolas Duvauchelle, Ramzy Bedia, StÃ©fi Celma, Rod Paradot, SÃ©bastien Lalanne, Pascale Arbillot, Arthur Aspaturian, Patrick MÃ©dioni	France	June 19, 2020	2020	TV-MA	93 min	Action & Adventure, Dramas, International Movies	Facing a murder charge, a genius mechanic with a criminal past must track down a missing car containing the proof of his innocence: a single bullet.
s472	TV Show	Pat a Pat Como				October 3, 2020	2016	TV-Y	1 Season	Kids' TV	For Como and his friends, each new adventure is a lesson on why it's important to be considerate â€” and to take care of one another!
s473	Movie	S.W.A.T.: Under Siege	Tony Giglio	Sam Jaeger, Michael Jai White, Adrianne Palicki, Ty Olsson, Kyra Zagorsky, Olivia Cheng, Lisa Chandler, Monique Ganderton, Matthew Marsden, Chris Gauthier	United States	April 1, 2021	2017	R	89 min	Action & Adventure, International Movies	When a S.W.A.T. team takes in a mysterious, high-profile prisoner, international threats unleash a barrage of attacks on their compound to retrieve him.
s474	TV Show	Private Practice		Kate Walsh, Tim Daly, Audra McDonald, Paul Adelstein, Taye Diggs, Amy Brenneman, KaDee Strickland, Chris Lowell, Brian Benben	United States	December 22, 2019	2012	TV-14	6 Seasons	TV Comedies, TV Dramas	At Oceanside Wellness Center, Dr. Addison Montgomery deals with competing personalities in the new world of holistic medicine.
s475	Movie	What Did I Mess	Shady Hanna	Rola Beksmati, Junaid Zeineldine, Abboudy Mallah, Tanya Nasr, Matteo El Khodr, Rita El Khoury, Tony Benn	Lebanon	October 19, 2020	2018	TV-14	98 min	Comedies, International Movies, Romantic Movies	In an attempt to get her ex to propose, Nayla hosts a gathering to introduce him to her new suitor â€” only for the party to turn into a hellish occasion.
s476	TV Show	Carmel: Who Killed Maria Marta?	Alejandro Hartmann		Argentina	November 5, 2020	2020	TV-14	1 Season	Crime TV Shows, Docuseries, International TV Shows	A woman is found dead in her bathtub, with a puddle of blood nearby. Her husband theorizes she had an accident. But an autopsy tells a different story.
s477	Movie	Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home	George Ford			June 4, 2021	2015	TV-G	60 min	Movies	The first of its kind in UHD 4K, with the clearest picture available, a real fireplace sparks and crackles, adding warmth and atmosphere to any home.
s478	Movie	Man in Love	Yin Chen-hao	Roy Chiu, Ann Hsu, Tsai Chen-nan, Chung Hsin-ling, Lan Wei-hua, Peace Yang, Huang Lu Tz-yin		August 20, 2021	2021	TV-MA	115 min	Dramas, International Movies, Romantic Movies	When he meets a debt-ridden woman who's caring for her ailing father, a debt collector with a heart of gold sets out to win her love.
s479	Movie	Dolphin Kick	Philip Marlatt	Axle McCoy, Travis McCoy, Tyler Jade Nixon, Alexis Louder, DeVaughn Gow, LaVaughn Hamilton, Maya Simmons, Quddus Newton, Jordan Padreira, Derek Lee Nixon	United States	June 5, 2019	2019	TV-PG	90 min	Children & Family Movies	After losing his mom, 10-year-old Luke abandons competitive swimming. It takes a friendly dolphin to get him back in the water â€“ and help him heal.
s480	Movie	My Honor Was Loyalty	Alessandro Pepe	Leone Frisa, Paolo Vaccarino, Francesco Migliore, Albrecht Weimer, Giulia Dichiaro, Alessandra Oriti Niosi, Andreas Segeritz	Italy	March 1, 2017	2015		115 min	Dramas	Amid the chaos and horror of World War II, a committed German soldier fights a private battle with his own conscience.
s481	Movie	Calico Critters: A Town of Dreams	Momoko Kamiya			November 1, 2018	2017	TV-Y	11 min	Children & Family Movies	Freya heads into town with her mother for a very special occasion: a dress designed by her sister Stella is going to be in a fashion show!
s482	Movie	The Sinking Of Van Der Wijck	Sunil Soraya	Herjunot Ali, Pevita Pearce, Reza Rahadian, Randy Nidji, Gesya Shandy, Kevin Andrean, Arzetti Bilbina	Indonesia	September 28, 2018	2013	TV-14	163 min	Dramas, International Movies, Romantic Movies	When a young man leaves home to fulfill the wishes of his late father, he meets and falls in love with a woman from a very different background.
s483	TV Show	Highland: Thailand's Marijuana Awakening		Sebastian Perry	Thailand	May 19, 2017	2017	TV-MA	1 Season	Docuseries, International TV Shows	Thailand's complicated history with marijuana continues to play a role in its policies and laws, as well as the health and security of its citizens.
s484	Movie	Ryan Hamilton: Happy Face	Marcus Raboy	Ryan Hamilton	United States	August 29, 2017	2017	TV-14	57 min	Stand-Up Comedy	Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.
s485	TV Show	So Not Worth It		Park Se-wan, Shin Hyeon-seung, Choi Young-jae, Minnie, Han Hyun-min, Joakim Sorensen, Carson Allen, Terris Brown		June 18, 2021	2021	TV-14	1 Season	International TV Shows, TV Comedies	New friends, new loves and new experiences mix together inside a colorful college dormitory in Korea that's home to students from around the world.
s486	Movie	Synchronic	Justin Benson, Aaron Moorhead	Anthony Mackie, Jamie Dornan, Katie Aselton, Ally Ioannides, Ramiz Monsef, Bill Oberst Jr.	United States	April 16, 2021	2020	R	102 min	Thrillers	Two paramedics begin to question their realities after coming across several bizarre deaths linked to a new narcotic with mind-bending effects.
s487	TV Show	Medal of Honor		Oliver Hudson, Ben Schwartz, Paul Wesley, Aldis Hodge, Jonny Weston, Joseph Cross, Jake Abel, Derek Mio	United States	November 9, 2018	2018	TV-MA	1 Season	Docuseries, TV Dramas	Honoring service members whose courage merited the awarding of a Medal of Honor, this docudrama series re-creates their inspiring true stories.
s488	Movie	Phone Swap	Kunle Afolayan	Wale Ojo, Nse Ikpe-Etim, Lydia Forson, Joke Silva, Chika Okpala, Ada Ameh, Hafeez Oyetoro, Chika Chukwu	Nigeria	September 1, 2019	2012	TV-14	112 min	Comedies, International Movies, Romantic Movies	A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.
s489	Movie	Carlos Almaraz: Playing with Fire	Elsa Flores Almaraz, Richard J Montoya	Edward James Olmos, Zach De La Rocha	United States	October 1, 2020	2019	TV-14	83 min	Documentaries, LGBTQ Movies	Mixing archival footage with interviews, this film celebrates one of Los Angeles's most influential painters and Chicano art activists from the 1970s.
s490	TV Show	NCIS		Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings	United States	July 1, 2018	2017	TV-14	15 Seasons	Crime TV Shows, TV Dramas, TV Mysteries	Follow the quirky agents of the NCIS â€“ the Naval Criminal Investigative Service â€“ as they track down terrorists and other high-profile criminals.
s491	Movie	No Game No Life: Zero	Atsuko Ishizuka	Yoshitsugu Matsuoka, Ai Kayano, Yoko Hikasa, Yukari Tamura, Yuka Iguchi, Mamiko Noto, Miyuki Sawashiro, Rie Kugimiya, Toru Okawa, Kazuyuki Okitsu, Junichi Suwabe, Lynn, Yui Horie, Nanako Mori, Ryota Takeuchi	Japan	December 6, 2019	2017	TV-MA	106 min	Action & Adventure, Anime Features, International Movies	In ancient Disboard, a young warrior befriends an ex machina and embarks on a harrowing mission to stop a global war and save humanity from extinction.
s492	TV Show	Idiotest		Ben Gleib	United States	December 15, 2018	2014	TV-PG	1 Season	Reality TV, TV Comedies	Comedian Ben Gleib hosts this game show in which teams of two compete to solve increasingly tough brain teasers. Faster answers mean more money.
s493	Movie	NOVA: Killer Hurricanes	Oliver Twinch	Craig Sechler	United States	July 1, 2019	2017	TV-PG	52 min	Documentaries	Scientists research the worldâ€™s deadliest hurricane, trying to understand what this 18th-century storm could tell us about our own future.
s494	Movie	Mystic Pizza	Donald Petrie	Annabeth Gish, Julia Roberts, Lili Taylor, Vincent D'Onofrio, William R. Moses, Adam Storke, Conchata Ferrell, Joanna Merlin, Porscha Radcliffe, John Fiore	United States	January 1, 2021	1988	R	104 min	Comedies, Dramas, Independent Movies	In a small fishing town, three teenage girls from blue-collar families navigate life and love while working in a pizza parlor.
s495	Movie	The Girl with the Dragon Tattoo	David Fincher	Daniel Craig, Rooney Mara, Christopher Plummer, Stellan SkarsgÃ¥rd, Steven Berkoff, Robin Wright, Yorick van Wageningen, Joely Richardson, Geraldine James, Goran Visnjic	United States, Sweden, Norway	January 5, 2021	2011	R	158 min	Dramas, Thrillers	When a young computer hacker is tasked with investigating a prying journalist, their separate missions become entangled amid a decades-old conspiracy.
s496	Movie	Kevin Hart: Seriously Funny	Shannon Hartman	Kevin Hart	United States	October 1, 2018	2010	TV-MA	67 min	Stand-Up Comedy	With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance.
